problem_id,raw_text,language,category,subcategory,district,data_source,label_source
JH_FUSION_02457,Ramgarh ke block में सफाई नहीं होती की समस्या है। 1 hafte से लोग परेशान हैं।,hi,sanitation,drainage,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02458,"हमारे Palamu area में बारिश में सड़क unsafe हो जाती है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hinglish,roads,road_safety,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02459,Gumla bus stand के पास सड़क टूटी हुई hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,roads,drainage,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02460,"हमारे Pakur area में खतरनाक जगह पर lighting नहीं है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,public_safety,encroachment,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02461,Palamu ke ward में आवास की सुविधा नहीं hai के कारण daily life प्रभावित hai। जल्द समाधान चाहिए।,hi,housing,housing_infrastructure,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02462,Please check digital classroom काम नहीं कर रहा near West Singhbhum; residents are facing problems.,hinglish,education,school_infrastructure,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02463,Sahibganj के पास waste collection बंद hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,sanitation,public_cleanliness,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02464,Latehar में सिंचाई की सुविधा नहीं hai के कारण daily life प्रभावित hai। जल्द समाधान चाहिए।,en,agriculture,crop_support,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02465,Sahibganj district में बस सेवा बहुत कम है की समस्या है। 3 din से लोग परेशान हैं।,hi,transport,road_connectivity,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02466,Lohardaga bus stand के पास बिजली supply बार-बार जा रही hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,electricity,power_cut,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02467,"application pending है 3 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Jamshedpur ke paas.",hi,welfare,scheme_access,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02468,"bhai  Ramgarh bus stand side बारिश में सड़क unsafe हो जाती hai bahut zyada hai, koi action lo.",hinglish,roads,pothole,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02469,"bhai Koderma ke block side बस सेवा बहुत कम है bahut zyada hai, koi action lo.",hi,transport,public_transport,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02470,"bhai Khunti bus stand side कचरा कई दिनों से नहीं उठा bahut zyada hai, koi action lo.",hinglish,sanitation,drainage,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02471,"bhai Latehar district side आवास की सुविधा नहीं hai bahut zyada hai, koi action lo.",hinglish,housing,housing_infrastructure,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02472,"हमारे  Garhwa ke village area में सफाई नहीं होती है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,sanitation,waste_collection,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02473,"street access खराब है 2 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Ranchi bus stand.",en,housing,house_repair,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02474,Hazaribagh ke ward के पास income certificate नहीं मिल रहा की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,certificates,residence_certificate,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02475,Hazaribagh ke village के पास कचरा कई दिनों से नहीं उठा की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,sanitation,public_cleanliness,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02476,Jamshedpur bus stand में कचरा खुले में जलाया जा रहा hai की problem hai। काफी समय से लोग परेशान haiं।,en,environment,waste_burning,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02477,Please check घर के पास drainage नहीं hai near Dhanbad district; residents are facing problems.,hinglish,housing,housing_infrastructure,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02478,Latehar ke paas के पास power cut बहुत ज्यादा hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,electricity,street_lighting,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02479,Please check teacher नियमित नहीं आते near Jamtara; residents are facing problems.,hi,education,college_access,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02480,यह urgent complaint है: caste certificate pending है at Simdega district.,hinglish,certificates,income_certificate,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02481,West Singhbhum district के लोगों को सड़क पर encroachment है की वजह से काफी परेशानी हो रही है।,hinglish,public_safety,unsafe_public_area,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02482,"ambulance समय पर नहीं आती कई दिनों से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Deoghar district.",hi,health,medicine_availability,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02483,"हमारे Garhwa area में livestock service नहीं मिल रही है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,agriculture,market_access,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02484,Please check सरकारी scheme का benefit नहीं मिला near Pakur bus stand; residents are facing problems.,hinglish,welfare,scheme_access,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02485,Please check street light बंद है near Sahibganj district; residents are facing problems.,en,electricity,power_cut,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02486,"Sir/Madam, Garhwa ke paas में college access की समस्या है को लेकर शिकायत दर्ज करनी है.",hinglish,education,teacher_or_staff,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02487,"खुले  में garbage पड़ा है 1 hafte से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Dumka bus stand.",en,sanitation,drainage,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02488,Please check traffic बहुत बढ़ गया है near Dumka; residents are facing problems.,en,transport,road_connectivity,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02489,यह urgent complaint hai: फसल का support नहीं मिल रहा at Jamtara bus stand.,en,agriculture,irrigation,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02490,Pakur bus stand के पास pollution बहुत बढ़ गया है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,environment,waste_burning,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02491,Godda bus stand के पास फसल का support नहीं मिल रहा की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,agriculture,soil,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02492,Please check कचरा कई दिनों से नहीं उठा near Jamshedpur district; residents are facing problems.,hi,sanitation,waste_collection,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02493,Koderma bus stand के पास सरकारी scheme का benefit नहीं मिला की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,welfare,scheme_access,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02494,Sahibganj bus stand में livestock service नहीं मिल रही के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,en,agriculture,irrigation,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02496,"Sir/Madam, Godda ke village में death certificate में delay है को लेकर शिकायत दर्ज करनी है.",hinglish,certificates,residence_certificate,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02497,Deoghar bus stand के लोगों को नदी का पानी प्रदूषित hai की वजह से काफी परेशानी हो रही hai।,en,environment,pollution,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02498,"Sir/Madam,  Jamtara district में handpump खराब hai को लेकर शिकायत दर्ज करनी hai.",hi,water,waterlogging,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02499,Latehar ke ward के पास बारिश में सड़क unsafe हो जाती है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,roads,road_damage,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02500,Dumka district के पास handpump खराब है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,water,water_supply,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02501,Jamtara ke paas में pollution बहुत बढ़ गया है की समस्या है। 1 hafte से लोग परेशान हैं।,en,environment,waste_burning,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02502,"Sir/Madam,  West Singhbhum ke ward में primary health facility दूर hai को लेकर शिकायत दर्ज करनी hai.",hi,health,primary_healthcare,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02503,"Sir/Madam,  Bokaro ke block में सरकारी scheme का benefit नहीं मिला को लेकर शिकायत दर्ज करनी है.",hinglish,welfare,scheme_access,Bokaro,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02504,यह urgent complaint है: नल में पानी नहीं आ रहा at Godda ke mohalla.,hi,water,handpump,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02505,Koderma ke ward में drainage blocked है की समस्या है। पिछले महीने से लोग परेशान हैं।,hinglish,roads,road_safety,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02506,Palamu district में health centre में doctor उपलब्ध नहीं hai के कारण daily life प्रभावित hai। जल्द समाधान चाहिए।,en,health,medicine_availability,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02507,"गांव तक bus नहीं आती 2 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Lohardaga district.",en,transport,public_transport,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02508,Please check road पर बड़े गड्ढे हैं near Bokaro district; residents are facing problems.,hinglish,roads,road_safety,Bokaro,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02509,"health centre में doctor उपलब्ध नहीं hai 1 hafte से ठीक नहीं hai, please कार्रवाई करें। जगह: Jamtara district.",hi,health,ambulance,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02510,Garhwa bus stand के पास pollution बहुत बढ़ गया है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,environment,water_pollution,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02511,"teacher नियमित नहीं आते पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Gumla bus stand.",hinglish,education,college_access,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02512,"bhai Lohardaga ke paas side पानी की supply बंद hai bahut zyada hai, koi action lo.",hi,water,irrigation,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02513,Godda ke mohalla में सफाई नहीं होती की problem hai। 1 hafte से लोग परेशान haiं।,hi,sanitation,public_cleanliness,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02514,"हमारे Jamshedpur ke paas area में power cut बहुत ज्यादा है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,electricity,transformer,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02515,Please  check college access की समस्या है near Deoghar district; residents are facing problems.,en,education,digital_learning,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02516,यह urgent complaint है: digital classroom काम नहीं कर रहा at Lohardaga bus stand.,hi,education,digital_learning,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02517,"जन्म प्रमाण पत्र नहीं बन रहा 1 hafte से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Chatra ke mohalla.",en,certificates,caste_certificate,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02518,Khunti bus stand में teacher नियमित नहीं आते के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,education,college_access,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02519,"bhai Godda bus stand side खुले में garbage पड़ा hai bahut zyada hai, koi action lo.",hi,sanitation,waste_collection,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02520,Ramgarh ke block में college access की problem hai की problem hai। 2 din से लोग परेशान haiं।,en,education,school_infrastructure,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02521,Please check primary health facility दूर hai near Giridih bus stand; residents are facing problems.,hi,health,primary_healthcare,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02522,"Sir/Madam, Ranchi bus stand में street access खराब hai को लेकर शिकायत दर्ज करनी hai.",hinglish,housing,housing_infrastructure,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02523,"हमारे Koderma ke mohalla area में गांव तक bus नहीं आती hai, बच्चों और बुजुर्गों को दिक्कत हो रही hai।",hinglish,transport,traffic,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02524,"हमारे Hazaribagh district area में teacher नियमित नहीं आते है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,education,teacher_or_staff,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02525,"Sir/Madam, Garhwa ke paas में अस्पताल में दवाइयां नहीं हैं को लेकर शिकायत दर्ज करनी है.",hinglish,health,ambulance,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02526,Jamshedpur  bus stand में health centre में doctor उपलब्ध नहीं है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,health,primary_healthcare,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02528,Hazaribagh bus stand में सरकारी scheme का benefit नहीं मिला के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,welfare,benefit_delay,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02529,Chatra  ke mohalla में death certificate में delay है की समस्या है। पिछले महीने से लोग परेशान हैं।,hi,certificates,income_certificate,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02530,"Sir/Madam, Palamu district में road maintenance नहीं हुई को लेकर शिकायत दर्ज करनी है.",en,roads,drainage,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02531,"bhai Godda side street access खराब है bahut zyada hai, koi action lo.",en,housing,housing_infrastructure,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02532,"bhai Deoghar ke paas side खुले में garbage पड़ा है bahut zyada hai, koi action lo.",en,sanitation,garbage,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02533,"हवा  बहुत खराब है पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Jamtara bus stand.",en,environment,pollution,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02534,Ramgarh bus stand में residence certificate में delay है की समस्या है। पिछले महीने से लोग परेशान हैं।,hi,certificates,income_certificate,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02535,"Sir/Madam,  Latehar ke village में digital classroom काम नहीं कर रहा को लेकर शिकायत दर्ज करनी है.",hi,education,college_access,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02536,यह urgent complaint है: caste certificate pending है at Sahibganj.,hinglish,certificates,income_certificate,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02537,West Singhbhum bus stand के लोगों को किसानों को market तक पहुंच नहीं है की वजह से काफी परेशानी हो रही है।,hi,agriculture,crop_support,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02538,Jamshedpur bus stand के लोगों को digital classroom काम नहीं कर रहा की वजह से काफी परेशानी हो रही है।,hi,education,college_access,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02539,"हमारे Dhanbad ke paas area में हवा बहुत खराब है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,environment,air_quality,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02541,"हमारे Deoghar ke village area में traffic बहुत बढ़ गया है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,transport,road_connectivity,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02542,Palamu ke ward के लोगों को सफाई नहीं होती की वजह से काफी परेशानी हो रही है।,en,sanitation,public_cleanliness,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02543,यह urgent complaint है: school building खराब है at Giridih ke paas.,en,education,digital_learning,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02544,"हमारे Deoghar ke paas area में गंदा पानी आ रहा है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hinglish,water,waterlogging,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02545,"Sir/Madam, Giridih ke paas में street light बंद है को लेकर शिकायत दर्ज करनी है.",hinglish,electricity,street_lighting,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02546,Godda ke paas में बारिश में सड़क unsafe हो जाती है की समस्या है। 3 din से लोग परेशान हैं।,hinglish,roads,street_maintenance,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02547,Gumla ke paas के लोगों को residence certificate में delay hai की वजह से काफी परेशानी हो रही hai।,hinglish,certificates,income_certificate,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02549,Sahibganj bus stand के पास college access की समस्या है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,education,teacher_or_staff,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02550,Hazaribagh ke village के पास सिंचाई की सुविधा नहीं है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,agriculture,irrigation,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02551,"pension  का payment रुका है कई दिनों से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Ranchi district.",en,welfare,ration,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02552,"Sir/Madam, Dumka ke paas में transformer खराब है को लेकर शिकायत दर्ज करनी है.",hinglish,electricity,street_lighting,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02553,"bhai Ranchi ke paas side सिंचाई का पानी नहीं मिल रहा bahut zyada hai, koi action lo.",hi,water,irrigation,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02554,"Sir/Madam, Seraikela-Kharsawan ke block में किसानों को market तक पहुंच नहीं है को लेकर शिकायत दर्ज करनी है.",en,agriculture,market_access,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02555,Giridih के पास caste certificate pending hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,certificates,death_certificate,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02556,Please check नदी का पानी प्रदूषित है near Khunti; residents are facing problems.,hinglish,environment,forest,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02557,West Singhbhum ke paas के पास traffic बहुत बढ़ गया है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,transport,public_transport,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02558,Lohardaga bus stand में बारिश में सड़क unsafe हो जाती है की समस्या है। 1 hafte से लोग परेशान हैं।,en,roads,road_safety,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02559,"आवास की सुविधा नहीं है पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Dhanbad ke mohalla.",hi,housing,street_access,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02560,"हमारे Simdega ke paas area में pension का payment रुका है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,welfare,scheme_access,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02561,Ranchi bus stand में गांव तक bus नहीं आती के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,en,transport,road_connectivity,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02562,"हमारे Koderma ke paas area में public transport उपलब्ध नहीं है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,transport,public_transport,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02563,Please check health centre में doctor उपलब्ध नहीं है near Simdega bus stand; residents are facing problems.,hinglish,health,medicine_availability,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02564,"Sir/Madam, Ranchi bus stand में handpump खराब है को लेकर शिकायत दर्ज करनी है.",en,water,water_supply,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02565,"bhai Seraikela-Kharsawan district side खुले में garbage पड़ा है bahut zyada hai, koi action lo.",en,sanitation,public_cleanliness,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02567,Simdega ke paas के पास घर की basic infrastructure खराब है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,housing,street_access,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02568,"bhai Jamtara bus stand side road maintenance नहीं हुई bahut zyada hai, koi action lo.",hi,roads,street_maintenance,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02569,Please check street access खराब है near Latehar district; residents are facing problems.,hinglish,housing,house_repair,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02570,Jamtara के लोगों को गांव तक bus नहीं आती की वजह से काफी परेशानी हो रही है।,hi,transport,bus_service,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02571,"Sir/Madam, Sahibganj district में ration नहीं मिल रहा को लेकर शिकायत दर्ज करनी है.",hinglish,welfare,ration,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02572,"Sir/Madam, Simdega में पानी की supply बंद hai को लेकर शिकायत दर्ज करनी hai.",hi,water,handpump,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02573,"हमारे Garhwa district area में फसल का support नहीं मिल रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,agriculture,soil,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02574,Pakur के लोगों को बस सेवा बहुत कम है की वजह से काफी परेशानी हो रही है।,en,transport,traffic,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02575,"bhai Dhanbad ke paas side health centre में doctor उपलब्ध नहीं है bahut zyada hai, koi action lo.",hinglish,health,hospital_access,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02576,Dumka bus stand में waste collection बंद है की समस्या है। पिछले महीने से लोग परेशान हैं।,hi,sanitation,public_cleanliness,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02577,Hazaribagh ke village में बिना अनुमति construction हो रहा है की समस्या है। काफी समय से लोग परेशान हैं।,en,public_safety,encroachment,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02578,"हमारे Hazaribagh area में income certificate नहीं मिल रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,certificates,residence_certificate,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02579,"बिना अनुमति construction हो रहा है 1 hafte से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Seraikela-Kharsawan ke paas.",hi,public_safety,illegal_construction,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02580,Ranchi district के पास street access खराब है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,housing,street_access,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02581,Ranchi ke ward में सिंचाई की सुविधा नहीं है की समस्या है। 3 din से लोग परेशान हैं।,en,agriculture,irrigation,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02582,यह urgent complaint hai: forest area में problem hai at Palamu district.,hinglish,environment,air_quality,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02583,यह urgent complaint है: सिंचाई की सुविधा नहीं है at Jamtara ke block.,en,agriculture,livestock,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02584,Please check pollution बहुत बढ़ गया है near Seraikela-Kharsawan bus stand; residents are facing problems.,hi,environment,pollution,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02585,Ranchi bus stand में caste certificate pending hai की problem hai। पिछले महीने से लोग परेशान haiं।,hi,certificates,death_certificate,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02586,Dhanbad में जन्म प्रमाण पत्र नहीं बन रहा की problem hai। काफी समय से लोग परेशान haiं।,hi,certificates,caste_certificate,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02587,Lohardaga ke paas में फसल का support नहीं मिल रहा की problem hai। पिछले महीने से लोग परेशान haiं।,en,agriculture,crop_support,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02588,Palamu  ke village में जन्म प्रमाण पत्र नहीं बन रहा की समस्या है। 1 hafte से लोग परेशान हैं।,hi,certificates,birth_certificate,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02589,यह  urgent complaint है: किसानों को market तक पहुंच नहीं है at Garhwa district.,en,agriculture,soil,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_02590,यह  urgent complaint hai: नदी का पानी प्रदूषित hai at Lohardaga bus stand.,en,environment,waste_burning,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
